排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
11,心 稻盛和夫的一生嘱托,['[日]稻盛和夫'],None,http://img3m5.ddimg.cn/77/10/28547915-1_w_21.jpg,2020年04月 ,人民邮电出版社,29.50,59.00,5,成功/励志,人生哲学,大32开,胶版纸,平装-胶订,否,9787115536198,"日本经营之圣、千万量级销量作者稻盛和夫十年心血、概括一生实践哲学的重要著作
随书附赠曹岫云讲解音频
稻盛和夫八十余载人生回顾，半个世纪经营复盘
稻盛和夫将一切成功都归结于利他之心
中国销量超过400万册《活法》的续篇
 ",240794,"['文笔流畅（335）', '振奋人心（325）', '感染力强（305）', '受益匪浅（304）', '实用（264）', '干货满满（249）', '内容丰富（237）']"
12,蛤蟆先生去看心理医生（热销300万册！英国经典心理咨询入门书，知名心理学家李松蔚强烈推荐）,['罗伯特·戴博德，果麦文化 出品'],None,http://img3m9.ddimg.cn/71/33/28992419-1_w_1698919928.jpg,2020年07月 ,天津人民出版社,22.80,38.00,6,心理学,心灵疗愈,32开,轻型纸,平装-胶订,否,9787201161693,"        ◆英国经典心理咨询入门书，1997年长销至今
◆如果你不知道该不该去看心理医生，请先看看这本书
◆将心理知识巧妙融入故事情节，解析20多个心理学专业名词、展现一个心理咨询疗程的标准模板
◆媲美《自卑与超越》，比《自卑与超越》更好读
◆2小时轻松读完，零基础、无压力的心理入门书
◆演绎10次心理咨询全过程，见证疗愈与改变的发生

  ",1745731,"['心理治愈（1631）', '可读性强（1206）', '心理学必备（862）', '脑洞大开（753）', '内容专业（707）']"
13,一个人就一个人（刘同全新作品。很少有人像他一样时刻记录生活，细碎、日常、温暖。）,"['刘同 ', '，磨铁文化 出品']",None,http://img3m8.ddimg.cn/60/20/28984488-1_w_22.jpg,2020年07月 ,北京联合出版有限公司,35.80,49.80,7.19,成功/励志,人生哲学,32开,胶版纸,平装-胶订,否,9787559642943,"很少有人像他一样，时刻记录生活，细碎、日常、温暖。《你的孤独，虽败犹荣》写的是一个人面对世界时的各种复杂情绪，在经历过很多孤独的日子后忽然明白，原来孤独能让自己成长，让自己拥有独立的世界，不再羡慕别人。《一个人就一个人》就是用这样的目光欣赏、探索外界后写下的，如果你喜欢《孤独》，一定要看《一个人》。
一个人也可以很精彩，一本书也可以有新意，这一次，刘同为本书做了如下改变，他想对你说：
1 我一直觉得，一本有外封、内封以及腰封的书，携带和阅读起来都不方便。所以，这一本新书只有单封。
2 以前我的书都是胶印，不好平铺，也不利于翻阅。这一次，虽然会增加印刷时间，我还是决定将新书改成锁线胶订。
3 平常看书舍不得折页，身边有什么就随手拿来当做书签，虽然也不是什么了不起的改变，这一次，我加入了一枚精致的半透明书签，非常漂亮。
4 新书特别收录了两部短篇小说《友谊旅馆》《从不后悔遇见你》，很有电影般的画面感。我将《友谊旅馆》拿给音乐人朋友杨炅翰看，他回我了一首充满画面感的曲子，我填了词，制作出一支条漫故事版mv，二维码附在书内，希望给你带来不同的感受。
5 书的*后，我为自己的小私心做了个小设计，希望读者会有“无聊是真无聊，但是还蛮有趣”的感受，并能参与其中，交流起来。
6 很多读者反馈，《我在未来等你》中那封读完全书才能打开的信，让他们觉得很温暖。所以，本书依然有一封信，写给读完全书的你。我希望这个习惯能一直保留下去，变成和读者之间的约定。
 ",114213,"['文笔流畅（680）', '感染力强（590）', '振奋人心（535）', '内容丰富（501）', '受益匪浅（489）', '干货满满（441）', '实用（404）']"
14,一玩就会的逻辑思维游戏（全8册+游戏操作板1套。歪歪兔出品）,['歪歪兔关键期早教项目组'],None,http://img3m1.ddimg.cn/83/0/28521191-1_w_47.jpg,2020年03月 ,海豚出版社,56.96,128.00,4.45,童书,幼儿启蒙,16开,铜版纸,平装-胶订,是,9787511051295,   ,51947,"['适合亲子阅读（138）', '孩子喜欢（112）', '颜色鲜艳（93）', '实用（81）', '印刷精美（70）', '外观精致（63）', '环保安全（62）', '启发家长（54）']"
15,中华人民共和国民法典(32开压纹烫金版 附草案说明)2021年1月起正式施行  团购电话：4001066666转6,['法律出版社'],None,http://img3m9.ddimg.cn/44/7/28553129-1_w_1691630883.jpg,2020年06月 ,法律出版社,7.80,28.00,2.79,法律,民法,32开,胶版纸,平装-胶订,否,9787519744298,"民法典的编纂把握时代脉搏、回应时代要求，紧扣我国经济社会发展中的新问题、新挑战，提出民法制度的解决方案。民法典的颁布对推动国家治理体系和治理能力现代化，推动新时代改革开放和社会主义现代化建设，具有重大而深远的意义。
充分体现我们党全心全意为人民服务的根本宗旨
保障人民根本权益，是社会主义法治建设的出发点和落脚点，也是我们党坚守初心使命、坚持执政为民的内在要求。民法典保证人民依法享有广泛的权利和自由、承担应尽的义务。
为坚持和完善中国特色社会主义制度提供法治保障
民法典被称为“社会生活的百科全书”，是市场经济的基本法、人民生活的基本行为准则，是民事司法的基本依据，因此被视为法治现代化的重要标志，是国家治理现代化的重要保障。
促进社会主义市场经济健康发展
完善市场经济法律制度，是保障社会主义市场经济持续健康发展的现实需要。民法典的颁布，将进一步完善我国民商事活动的基本规则，为民商事活动提供基本遵循，有效健全经济秩序、维护交易安全。民法典编纂坚持立足我国国情，适应中国特色社会主义进入新时代和我国社会主要矛盾发生转化的实际，必将发挥促进社会主义市场经济健康发展的积极作用。
推进法治国家、法治政府、法治社会一体建设
民法典调整作为民事主体的自然人、法人和非法人组织之间的人身关系和财产关系，有利于增强全民法治观念，加快建设法治社会。
促进德治与法治相得益彰
民法典把社会主义核心价值观融入法律条文中，弘扬中华民族传统美德，强化法律规则的道德约束和道德规范的法律支撑。
 ",224924,"['实用性强（1048）', '内容专业（780）', '解读透彻（699）', '内涵丰富（618）', '内容扎实（597）', '作者权威（554）']"
16,小兔子学花钱系列·3~7岁孩子的财商启蒙绘本（全3册）（学花钱、学赚钱、学存钱，3岁对钱有概念，7岁会管零花钱！）,"['(加)辛德斯·麦克劳德 ', '；读客文化 出品']",None,http://img3m8.ddimg.cn/81/12/28514358-1_w_32.jpg,2020年03月 ,河南文艺出版社,78.40,128.40,6.11,童书,绘本/图画书,16开,铜版纸,精装,是,28514358,"◆3~7岁孩子的【财商启蒙】绘本，本系列书一套共3本：
《小兔子学花钱》让孩子自己搞明白“为什么我不能全都买？”
《小兔子学赚钱》让孩子自己搞明白“赚钱要靠自己的努力！”
《小兔子学存钱》让孩子从1块钱开始，养成存钱的好习惯！
◆被翻译成希腊语、俄罗斯语、西班牙语、土耳其语、日语、韩语等11种语言。
◆畅销以“智慧”著称的犹太民族以色列！
◆上市即受到国外书店追捧，收获众多小粉丝！
◆把孩子没概念的“钱”，变成孩子看得见、数得清的胡萝卜。好玩又好懂，让孩子3岁对钱有概念，7岁会管零花钱！
◆全书没有硬说教，故事贴近孩子日常生活，寓教于乐，孩子读到停不下来！让财商启蒙变得简单又有趣。
◆《小兔子学花钱》财商启蒙系列，不仅能让孩子收获对金钱的认知，也能收获更健康的自我人格：认识自己真正需要的、踏实付出才能有收获、耐心、学会享受生活但也要学会为未来作计划……
◆《小兔子学花钱》财商启蒙系列，涉及简单的按物点数、数字比大小、加法、减法、乘法等数学思维，在财商启蒙的同时，还能进行数学思维启蒙。
◆知名童书推广人余治莹翻译并推荐！
◆荣登美国童书理事会（CBC）推荐书单！
◆《学校图书馆杂志》《科克斯书评》推荐绘本！
◆财商启蒙从未如此简单而出色！——《科克斯书评》
◆随书附送【导读手册】，在活动中培养孩子的财商智慧：
“花钱记录本”：让孩子记录花钱状况，思考怎样聪明花钱！
“亲子金钱小练习”：在亲子互动中，培养孩子财商！
 ",145889,"['整体感觉不错（234）', '孩子喜欢（209）', '外观精致（170）', '无异味（146）', '包装不错哦（113）', '性价比很高（103）', '包装一般（28）', '有异味（14）']"
17,半小时漫画宋词（别光笑！有考点！漫画科普开创者二混子新作！全网粉丝700万！）新老版随机发货,"['陈磊·半小时漫画团队 ', '；读客文化 出品']",None,http://img3m8.ddimg.cn/26/2/28527668-1_w_8.jpg,2020年04月 ,上海文艺出版社,27.40,54.90,5,文学,中国古诗词,32开,纯质纸,平装-胶订,否,9787532174997,"◆《半小时漫画宋词》是全网700万粉丝的知识类公众号群创始人陈磊（笔名：二混子）全新作品，继《半小时漫画唐诗》后推出的又一科普大作！
◆熟读宋词三百首背后的故事，准确理解宋词的原意、深意和诗意。
◆别光笑，有考点！内含29篇初高中必考古诗文的注释 翻译，由原中考命题组组长忍住笑亲自出马撰写！
◆大文豪苏轼的“竹杖芒鞋轻胜马，谁怕？一蓑烟雨任平生”看着乐观旷达，却是在他跌到人生谷底时所写。
◆心怀天下的范仲淹能写出“浊酒一杯家万里，燕然未勒归无计”这样的豪放词，是因为他曾驻守边疆，打过西夏人。
◆词坛偶像柳永的“有三秋桂子、十里荷花”，由于写得太过优美，竟然让金国皇帝动了攻打宋朝的心思。
◆抛开枯燥的讲解，丢掉公式化的赏析，用幽默的方式讲述严肃的知识，让你在哈哈大笑中掌握考试的重点，并重新爱上宋词。
推荐您购买读客其他畅销书：
 ",78000,"['引人入胜（335）', '装帧精美（281）', '经典必读（258）', '优美隽永（208）']"
18,人生（茅盾文学奖得主路遥代表作，全新精装版）,"['路遥 ', ' ， 新经典 出品']",None,http://img3m3.ddimg.cn/73/19/28504153-1_w_3.jpg,2020年02月 ,北京十月文艺出版社,30.00,45.00,6.67,小说,社会小说,32开,胶版纸,精装,否,9787530217061,"★ 茅盾文学奖得主路遥代表作，影响万千读者的文学经典。
★《人生》写出了每个年轻人的困境、期待与追求。
★《人生》在有限生命中不懈追寻的激情，在每个人的心底激起回响；《人生》大地般宽广的气质，给予对生活失望的人莫大的安慰与力量。
★封面由知名设计师精心设计，内外双封，精装典藏。
★ 我第·一次高考失败后，在杂志社打包和踩三轮车。有一次到义乌出差，我在火车站买了《人生》这本书，看了之后我觉得我必须再考一次。可我第二年再考，考得更糟。第三年再考，终于考上了。这本书对我影响挺大的，我特别感谢路遥，我是真喜欢这本书。——马云（阿里巴巴集团创始人）
★《人生》写出了大家心灵中ZUI焦灼的那部分。《人生》主人公们的情感与精神历程，不仅仅是他们的苦恼或欢乐，而是人的共同情感。——陈忠实（知名作家，茅盾文学奖获得者）
★ 我想用“文学”这两个字去命名路遥的劳动是太过轻佻了，那其实是如同“人生”一样艰辛的跋涉。——王安忆（知名作家，茅盾文学奖获得者）
★《人生》给了我非常大的影响。路遥对我来说是一个启蒙者，他让我有了怀疑精神，对这个深信不疑的世界，开始懂得一点怀疑。——贾樟柯（知名导演）
★ 我阅读《人生》时泪不能尽。《人生》探讨了情感归宿问题，也就是什么样的东西可以接纳我们的全部，还有智慧问题，也就是我们的人生应该在怎样的意义上得到教训，得到警告，得到告诫。——格非（茅盾文学奖获得者，清华大学中文系教授）
★《人生》不断搏斗的精神是能够励志大家的，就是不管生活如何压倒我们，我们仍然要不断地爬起，虽然背后是深深的宿命，但是我们在有限的生命里面还要不断地去追寻。——梁鸿（中国人民大学文学院教授）
★ 阅读《人生》不仅是生理的需要，不仅是励志的需要，不仅是成功学的需要，同时是内在精神的需要。——杨庆祥（中国人民大学文学院副教授、副院长）
★《人生》真是中国当代文学里ZUI有预见性的伟大小说。主人公面临的难题每天都在上演。——90后读者
★ 当你在孤独绝望时读到《人生》，你会发现，这本书能给你以莫大的力量，让你重新启航！——读者
 ",428629,"['经典必读（3679）', '装帧精美（3167）', '温情感人（2506）', '情节曲折（2002）', '引人入胜（1960）']"
19,陪孩子终身成长（樊登作品！）,"['樊登 ', '，磨铁文化 出品']",None,http://img3m0.ddimg.cn/50/21/28529870-1_w_12.jpg,2020年04月 ,中国友谊出版公司,42.40,59.00,7.19,亲子/家教,家教方法,128开,胶版纸,精装,否,9787505748736,"樊登读书创始人樊登读书创始人洞察所有亲子问题背后的根源
影响40，000,000人的领读人樊登在《读懂孩子的心》后，向家长们解答了家庭教育的底层逻辑。为什么在家长的眼中，孩子的问题是无穷无尽的？为什么家长一味给孩子找“药方”，却不能想想自己是不是可以改进和弥补？焦虑和担心不能让孩子变得更好！樊登洞察所有亲子问题背后的根源：你必须成长，才能帮孩子成长。
  三根支柱陪孩子长成有生命力的森林
在新作《陪孩子终身成长》中，樊登建立起亲子教育的三根支柱：无条件的爱、价值感、终身成长的心态。无条件的爱，为孩子提供幸福和勇气；价值感，让孩子有内驱力去创造成就；终身成长的心态，是一切美德背后的美德。当家长驻建起三根支柱，就能陪孩子长成有生命力的森林！
  樊登献给所有渴望与孩子一起成长的父母
孩子提出的每一个问题，都将是彼此成长的一次机会。
 ",184446,"['家长必读（290）', '共同成长（199）', '亲子关系（197）', '实用（196）', '内容丰富（170）', '宝妈必备（140）', '儿童心理（131）', '隔代养育（99）']"
20,穿过地平线 又名:看看我们的地球 快乐读书吧 四年级下册课外阅读(中小学生课外阅读指导丛书)无障碍阅读 近8万读者热评！,"['李四光', '']",None,http://img3m0.ddimg.cn/88/12/28504960-1_w_32.jpg,2019年12月 ,南方出版社,11.20,24.80,4.52,中小学用书,小学阅读,16开,胶版纸,平装-胶订,否,9787550135734,"时常听家长说起孩子不愿意读名著。想过为什么吗？编者认为一是没有选到好书，翻译、编译差，字体小，错字多，无插图、枯燥乏味...... 二是孩子读不懂，没有人帮他们扫除阅读上的字词障碍、理解障碍，并和孩子互动讨论，帮孩子解答疑难。
本套丛书是专为中小学生编著，着重关注“素质成长”的励志版名著。所有的编排都是从阅读兴趣入手，就是为了让孩子愿意看，并能够很快地读进去。
每一部经典名著都是很好的教科书，本套丛书是专为中小学生编著，特别关注每一本名著中所传递的宝贵人生经验和成长智慧。邀请名师引导阅读，精心批注，解决如何读、如何练、如何考的问题。针对每本书做一个“阅读规划”，对学生自主或课堂阅读进行引导。zui终使学生了解并学习所阅读图书的情感与价值观，达到在阅读的过程中获得感悟、学习文学知识、积累写作素材，做到读有所得。
 ",133796,"['对孩子有帮助（380）', '孩子喜欢（314）', '实用（272）', '内容详细（204）', '图文并茂（188）', '内容全面（184）', '同步辅导（171）']"
