排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
11,活着（余华代表作，精装，易烊千玺推荐阅读）,"['余华 ', ' ，新经典 出品']",None,http://img3m3.ddimg.cn/23/25/29311943-1_w_34.jpg,2021年10月 ,北京十月文艺出版社,31.00,45.00,6.89,小说,社会小说,32开,轻型纸,精装,否,9787530221532,"★《活着》讲述了人如何去承受巨大的苦难；讲述了眼泪的宽广和丰富；讲述了绝望的不存在；讲述了人是为了活着本身而活着的，而不是为了活着之外的任何事物而活着。                   
★本书获
-意大利格林扎纳·卡佛文学奖
-意大利朱塞佩·阿切尔比国际文学奖
★同名电影获戛纳国际电影节评审团大奖
★这是一个人和他的命运之间的友情，这是ZUI为感人的友情，因为他们互相感激，同时也互相仇恨；他们谁也无法抛弃对方，同时谁也没有理由抱怨对方。
他们活着时一起走在尘土飞扬的道路上，死去时又一起化作雨水和泥土。
★《活着》里的福贵让我相信：生活是属于每个人自己的感受，不属于任何别人的看法。我想，这可能是写作给予我的酬谢。
  ——余华 
  ",1378243,"['经典必读（4485）', '装帧精美（4281）', '温情感人（2925）', '情节曲折（2554）', '引人入胜（2428）']"
12,长安的荔枝,"['马伯庸 ', ',博集天卷 出品']",None,http://img3m5.ddimg.cn/54/34/29470275-1_w_1.jpg,2022年10月 ,湖南文艺出版社,29.00,45.00,6.45,小说,历史小说,32开,胶版纸,平装-胶订,否,9787572608582,"唐朝诗人杜牧的一句“一骑红尘妃子笑，无人知是荔枝来”惹得世人艳羡杨贵妃上千年，但其中的荔枝是如何从五千余里外的岭南运送到长安城的，却鲜有史书详细记载，脑洞大开的马伯庸以此为蓝本构建了一个大唐社畜李善德拼尽全力做项目的故事，虽是历史小说，读者却能从中看到自己的生活影子，大城市买房落脚、职场情商博弈、不得已的违规逾矩等，小人物的挣扎是那么相似。一项将鲜荔枝运逾千里之距的艰难差事，以微观人事折射大唐宏观社会。
这部口碑非常好的历史小说只花了11天写就，小说刚一连载就获得了广大读者的好评，被数万人点评为神作，推荐值高达96%。微博、抖音、小红书和今日头条，海量读者自发评论和衍生二创。
本书小开本双封设计，随书附赠“荔枝鲜转运舆图”折页插图一张。
 ",431068,"['经典必读（8）', '装帧精美（7）', '情节曲折（6）', '引人入胜（5）', '温情感人（4）']"
13,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,[]
14,钝感力（渡边淳一经典励志大作！央视新闻、《奇葩说》鼎力推荐，马东、蔡康永、杨天真、王俊凯推荐书目。写给易因小事敏感，什么都往心里去的人。),"['渡边淳一', '；李迎跃 译;']",；李迎跃 ,http://img3m9.ddimg.cn/23/12/25201859-1_w_1698985798.jpg,2018年01月 ,青岛出版社,14.70,32.00,4.6,成功/励志,成功/激励,大32开,轻型纸,平装-胶订,否,9787555262800,"◆对眼前的事情钝感一点，不要什么都往心里去。
◆钝感力赢得美好生活的智慧，从容面对生活中的挫折伤痛。
◆钝感力是一种才能，一种能让人们的才华开花结果、发扬光大的力量。
◆钝感力是一种大智若愚的人生态度和人生智慧，拥有钝感的人更容易在竞争激烈的现代社会立足。
       ",862355,"['文笔流畅（492）', '受益匪浅（427）', '实用（394）', '感染力强（368）', '振奋人心（353）', '干货满满（303）', '内容丰富（296）', '仪式感（229）']"
15,三体：全三册 刘慈欣代表作，亚洲“雨果奖”获奖作品！,['刘慈欣'],None,http://img3m4.ddimg.cn/32/35/23579654-1_w_6.jpg,2010年11月 ,重庆出版社,42.70,93.00,4.6,小说,科幻小说,32开,胶版纸,平装-胶订,是,23579654,None,2296220,"['经典必读（8685）', '引人入胜（7004）', '装帧精美（6967）', '情节曲折（5960）', '温情感人（3900）']"
16,第七天（2024年百班千人寒假书单 九年级推荐阅读）（2022版，余华长篇小说经典，比《活着》更绝望，比《兄弟》更荒诞，获华语文学传媒大奖）,"['余华 ', '， 新经典 出品']",None,http://img3m6.ddimg.cn/87/11/29490306-1_w_8.jpg,2022年12月 ,新星出版社,33.80,49.00,6.9,小说,中国当代小说,32开,胶版纸,精装,否,9787513348744,"-余华长篇小说经典
-写尽中国人骨子里的善良与悲哀
-获意大利波特利·拉特斯·格林扎纳文学奖
-华语文学传媒大奖-年度杰出作家
-“宽广的沉默里暗暗涌动千言万语，那是很多的卑微人生在自我诉说。”
 ",530612,"['经典必读（4）', '引人入胜（3）', '情节曲折（2）', '温情感人（2）', '装帧精美（2）', '中国原创（1）']"
17,莫言的奇奇怪怪故事集（或许只有莫言这么大的脑洞，才能带你去人性深幽处探险！诺奖得主莫言作品！莫言亲自参与编选）,['莫言；读客文化 出品'],None,http://img3m9.ddimg.cn/18/12/29379159-1_w_1697020374.jpg,2022年03月 ,江苏凤凰文艺出版社,41.30,59.90,6.9,小说,中国当代小说,32开,轻型纸,平装,否,9787559463784,"◆ 或许只有莫言这么大的脑洞，才能带你去人性深幽处探险！
◆ 莫言的想象力超越人类存在本身。——诺贝尔文学奖授奖词
◆ 莫言亲自参与编选，收录他笔下18篇奇奇怪怪的中短篇故事！
◆ 读莫言会想到中国古代会讲故事的人。——诺奖终身评委 马悦然
◆ 如果在世界上给短篇小说排出前五名的话，莫言的应该进去。——大江健三郎 诺贝尔文学奖得主
◆ 莫言的想象力丰富，又扎根于中国传统的说书艺术，这是他超越马尔克斯和福克纳的地方。——诺贝尔文学奖评委会前主席 埃斯普马克
◆ 特别收录莫言书法题词、莫言手稿、莫言漫画头像、莫言演讲稿！特别赠送原创海报！
◆ 翻开本书，莫言带你一起去人性深幽处探险！
 ",40311,"['中国原创（3）', '引人入胜（3）', '情节曲折（3）', '温情感人（3）', '经典必读（2）', '装帧精美（2）']"
18,青铜葵花（当当定制版）,['曹文轩'],None,http://img3m0.ddimg.cn/22/17/23665180-1_w_21.jpg,2015年03月 ,天天出版社有限责任公司,12.50,25.00,5,童书,中国儿童文学,32开,胶版纸,平装-胶订,否,9787501609413,"他张开嘴巴，用尽平生力气，大喊了一声：“葵――花――！”
泪水泉涌而出。
…………
当时阳光如泻，一望无际的葵花田里，成千上万株葵花，花盘又大又圆，正齐刷刷地朝着正在空中滚动着的那轮金色天体……
――《青铜葵花》

★ 曹文轩具有代表性和知名度的作品，影响千万儿童的诚意之作，累计印刷数百次，总印数达1000万册；
★ 一幅优美诗意的青铜葵花风情画卷，一段感人至深的兄妹情谊，一群善良纯质的人们，一曲关于真情的悠悠赞歌，一个有笑有泪有悲有喜的中国故事；
★ 知名艺术家创作的油画版插图和封面，绘画艺术与纯美的文字相辅相成、相得益彰，文学与艺术的双重盛宴；
★ 高端典雅、大气质感，曹文轩本人赞同的艺术装帧形式，成千上万读者的不二选择；
★ 谨以此书献给曾遭受苦难的人们以及他们的子孙。
 ",427790,"['孩子喜欢（1113）', '情节动人（1043）', '获奖作品（1025）', '引人入胜（866）', '可读性强（713）', '大师作品（708）', '口碑好（589）']"
19,翦商：殷周之变与华夏新生（许宏作序；罗翔年度推荐；《南方周末》2022年度十大好书；一部夏商周启示录）,"['李硕 ', '']",None,http://img3m2.ddimg.cn/88/21/29471002-1_w_1690279698.jpg,2022年10月 ,广西师范大学出版社,74.20,99.00,7.5,历史,史学理论,16开,胶版纸,精装,否,9787559852533,"※界碑：从这本书开启中国史的阅读！“李硕中国史”开篇之作
本书带有界碑性质，作者攀爬到了该研究领域的，还将是同类研究和写作绕不过去的作品。
同时，它还设立了一个出发点：凡对古典中国思想、信仰、伦理、心态、风俗，以及军事、政治、制度、规则有兴趣的研究者或普通读者，可以先从这本书开始你的探索。
该部作品还是过往几十年社会承平和财富积累的结晶，让我们在再次进入幽暗的历史通道前，一窥我们这群人何以如此，何以至今。它将予我们鼓励，认识自己，直面未来。
——刘苏里 万圣书园创办人

※数学家的逻辑，文学家的想象
一部好的历史著作，不仅要数学家的逻辑，还要文学家的想象。由此观之，李硕的《翦商》，宏大处堂堂正正，细微处绵绵实实：详述了人祭现象在早期华夏文明的出现和消失，以及为什么“武王克商”不仅仅是一场简单的政权更替，更是华夏文明形成史上的里程碑式的革命。
因此，我愿意以“商周变革”来归纳李硕的洞见：对于华夏文明而言，这场变革比两千年后的唐宋变革的意义更深、更远！
——杨斌 澳门大学历史系教授，西泠印社社员，《海贝与贝币：鲜为人知的全球史》作者

※用考古成果读懂玄奥文献，重构武王伐纣的历史认知
在传统的上古历史叙述中，商周易代的面目是模糊的。对于背后的细节，我们知之甚少。纣王“无道”的表现有哪些？商朝王室的贵族生活是怎样的？商朝人究竟是什么人？他们的日常生活与祭祀之间有何秘密？本书运用大量现代考古发掘的成果，对应甲骨文卜辞及《易经》卦象，将费解的言辞重新释义，为读者揭开了华夏上古历史中重要的一页。

王国维之后，商周革命在中国历史上的重要性已深入人心；而李硕则把这一重要性，形象生动地描画了出来。
——罗新 北京大学历史系教授
显示全部信息",123533,"['品质高端（18）', '内容扎实（13）', '可读性强（13）', '经典权威（13）', '品质不错（10）']"
20,狂人日记：鲁迅小说全集（1938年复社底本，中国白话小说开山之作。收录鲁迅全部小说，多篇入选语文课本）团购电话：4001066666转6,['鲁迅，创美工厂 出品'],None,http://img3m7.ddimg.cn/53/2/29277917-1_w_1690259588.jpg,2021年08月 ,中国友谊出版公司,17.90,39.80,4.5,中小学用书,小学阅读,32开,胶版纸,平装,否,9787505738478,"1.中国现代白话小说开山之作，收录鲁迅全部小说《呐喊》《彷徨》《故事新编》。
2. 以1938年上海复社版为底本，原汁原味原版风貌，通假字和鲁迅习惯用字，按照原版保留。
3.多篇入选语文教材：
四年级上课文收录小说《少年闰土》
七年级下课文收录小说《社戏》
九年级上课文收录小说《故乡》
九年级下课文收录小说《孔乙己》
高一语文上课文收录《呐喊》自序
高一语文下课文收录小说《祝福》
高二语文下课文收录小说《药》
高三语文上课文收录小说《阿Q正传》
4.阅读鲁迅的文字，领略鲁迅的精神！鲁迅的小说，是值得一读再读的经典，直到今天仍不过时。
5.鲁迅描写的是100年前的中国，阅读鲁迅，也就是在认识我们自己，同时也能看到100年后的自己。
6.塑造独立、自由、批判之人格，鲁迅的永恒价值。
7.从这本《狂人日记》开始，真正读懂年少时读过却未能明白的鲁迅。
8.描写底层社会普通人的悲剧，鲁迅以他如匕首般犀利的文笔批判着“麻木的国人灵魂”，希望藉此警醒世人。
9.鲁迅是革命的思想家，是划时代的文艺作家，是实事求是的历史学家，是以身作则的教育家，是渴望人类解放的国际主义者。
——郭沫若
10.《呐喊》是近数年来中国文坛上少见之作，那样的讥诮而沉挚，那样的描写深刻，似乎每个字都是用刀刻在木上的。
——郑振铎
 ",265251,"['对孩子有帮助（54）', '实用（50）', '内容全面（38）', '孩子喜欢（38）', '内容详细（37）', '图文并茂（29）', '同步辅导（18）']"
21,人生（茅盾文学奖得主路遥作品，电视剧《人生之路》原著，陈晓、李沁、张嘉倪主演。高加林一代青年冲开困境，去往人生新“路”。）,"['路遥 ', ' ，新经典 出品']",None,http://img3m1.ddimg.cn/38/0/29267111-1_w_6.jpg,2021年07月 ,北京十月文艺出版社,27.20,39.50,6.89,小说,社会小说,32开,轻型纸,平装-胶订,否,9787530218792,"★ 茅盾文学奖得主路遥代表作
★ 激励万千读者的文学经典，堪称《平凡的世界》序篇
★ 豆瓣8.5分口碑之作，陈忠实、王安忆、格非、贾樟柯盛赞
★《人生》写的是关于每个年轻人的困境、期待与追求
★《人生》在有限生命中不懈追寻的激情，在每个人的心底激起回响；《人生》大地般宽广的气质，给予对生活失望的人莫大的安慰与力量
★ 路遥写出了亿万中国人的经验、他们的心、他们的情感、他们的梦想、他们的痛苦。当我们拿起《人生》的时候，我想亿万人都会觉得这说的是我的事，是我的情感。——李敬泽（中国作家协会副主·席）
★ 我阅读《人生》时泪不能尽，觉得自己的生活道路、人生和命运跟路遥产生了某种共振，他的作品今天仍然跟我们的社会有千丝万缕的关联。——格非（作家，清华大学教授）
★《人生》写出了大家心灵中ZUI焦灼的那部分。《人生》主人公们的情感与精神历程，不仅仅是他们的苦恼或欢乐，而是人的共同情感。——陈忠实（作家）
★《人生》给了我非常大的影响。路遥对我来说是一个启蒙者，他让我对这个深信不疑的世界，开始懂得一点怀疑。——贾樟柯（导演）
★ 我想用“文学”这两个字去命名路遥的劳动是太过轻佻了，那其实是如同“人生”一样艰辛的跋涉。——王安忆（作家）
★《人生》不断搏斗的精神是能够激励大家的，就是不管生活如何压倒我们，我们仍然要不断地爬起，虽然背后是深深的宿命，但是我们在有限的生命里面还要不断地去追寻。——梁鸿（中国人民大学教授）
★ 阅读《人生》不仅是生理的需要，不仅是励志的需要，不仅是成功学的需要，同时是内在精神的需要。——杨庆祥（中国人民大学文学院副院长）
★ 只要是青年，在他们ZUI初选择生活道路的时候，往往不会一帆风顺。我自己就是从一条坎坷的生活道路上走过来的。因此我完·全理解那些遭受痛苦与挫折而仍然顽强地追求生活的青年，我永远怀着巨大的同情心关注他们的命运。——路遥
★《人生》真是中国当代文学里ZUI有预见性的伟大小说。主人公面临的难题每天都在上演。——90后读者
★ 当你孤独绝望时读到《人生》，你会发现，这本书能给你以莫大的力量，让你重新启航！——读者
显示全部信息",203071,"['经典必读（397）', '装帧精美（304）', '引人入胜（254）', '温情感人（253）', '情节曲折（213）']"
22,额尔古纳河右岸（茅盾文学奖获奖作品全集28）,['迟子建'],None,http://img3m8.ddimg.cn/5/14/27878108-1_w_1703749538.jpg,2019年06月 ,人民文学出版社,16.00,32.00,5,小说,中国当代小说,32开,胶版纸,平装-胶订,否,9787020139590,"一九八一年三月十四日，病中的中国作家协会主席茅盾致信作协书记处：“亲爱的同志们，为了繁荣长篇小说的创作，我将我的稿费二十五万元捐献给作协，作为设立一个长篇小说文艺奖金的基金，以奖励每年*秀的长篇小说。我自知病将不起，我衷心地祝愿我国社会主义文学事业繁荣昌盛！”
茅盾文学奖遂成为中国当代文学的*奖项，自一九八二年起，基本为四年一届。获奖作品反映了一九七七年以后长篇小说创作发展的轨迹和取得的成就，是卷帙浩繁的当代长篇小说文库中的翘楚之作，在读者中产生了广泛的、持续的影响。
人民文学出版社曾于一九九八年起出版“茅盾文学奖获奖书系”，先后收入本社出版的获奖作品。二〇〇四年，在读者、作者、作者亲属和有关出版社的建议、推动与大力支持下，我们编辑出版了“茅盾文学奖获奖作品全集”，并一直努力保持全集的完整性，使其成为读者心目中“茅奖”获奖作品的权威版本。现在，我们又推出不同装帧的“茅盾文学奖获奖作品全集”，以满足广大读者和图书爱好者阅读、收藏的需求。
获茅盾文学奖殊荣的长篇小说层出不穷，“茅盾文学奖获奖作品全集”的规模也将不断扩大。感谢获奖作者、作者亲属和有关出版社，让我们共同努力，为当代长篇小说创作和出版做出自己的贡献，为广大读者提供更多的优秀作品。
  人民文学出版社编辑部
 ",全部,"['经典必读（123）', '装帧精美（110）', '温情感人（80）', '引人入胜（71）', '情节曲折（61）', '中国原创（57）']"
