排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
11,被讨厌的勇气：“自我启发之父”阿德勒的哲学课 岸见一郎,"['岸見一郎, 古賀史健']",None,http://img3m2.ddimg.cn/33/26/28518072-1_w_9.jpg,2020年03月 ,机械工业出版社,27.50,55.00,5,成功/励志,心灵与修养,16开,胶版纸,平装-胶订,否,9787111495482,"「被讨厌的勇气」并不是要去吸引被讨厌的负向能量，而是，如果这是我生命想绽放出美的光彩，那么，即使有被讨厌的可能，我都要用自己的双手双脚往那里走去。」
「因为拥有了被讨厌的勇气，于是有了真正幸福的可能。」

你是否常常对繁琐的生活感到乏味？
你是否时时为复杂的人际关系感到疲惫？
你是否认为人生的意义越来越模糊难见？
我们如何能够在繁杂的日常琐碎和复杂的人际关系中用自己的双手去获得真正的幸福？
这一切的答案尽在这本《被讨厌的勇气》中！

★日本亚马逊2014年度销售冠军，连续300天雄踞销售榜首！
★蔡康永、张德芬 陈文茜、曾宝仪、勇气推荐！
★张沛超、胡慎之、动机在杭州 作序推荐！
★阿德勒思想拥有改变人一生的力量。剩下的就只有能否鼓起迈出一步的“勇气” 
 ",1328315,"['受益匪浅（327）', '振奋人心（282）', '文笔流畅（272）', '感染力强（265）', '干货满满（245）', '内容丰富（219）', '实用（217）', '心灵鸡汤（198）']"
12,瓦尔登湖（经典新读 中央编译出版社）,"['（美）梭罗 ', '，王光林 译 万亭文化 出品']",，王光林 ,http://img3m3.ddimg.cn/51/18/26916963-1_w_13.jpg,2019年04月 ,中央编译出版社,13.40,26.80,5,小说,世界名著,大32开,胶版纸,平装-胶订,否,9787511727015,"世界三大自然随笔，与《圣经》等一同被美国国会图书馆评为“塑造读者的25本书”。 与大自然水乳交融，在田园生活中感知自然、重塑自我的奇异历程。
  新思想
“给生活做减法，给思想做加法”，河南大学副教授李安光深度解读，让你全新理解《瓦尔登湖》。
  新设计
国际插画大师阿纳斯塔西娅·斯蒂夫兰克绘制封面。
  经典全译本
王光林，上海对外经贸大学教授，英语语言文学博士。译作流畅传神，文辞典雅，力求原著神韵。
  全新品质
国际大师插图，融合文学性和艺术性的插图作品，图文并茂、版式疏朗、用纸考究、装帧精美，全新品质，可供珍藏的精致版本。
  权威出版社
全国百佳出版社、中央级专业翻译出版社权威打造。
  本套世界文学名著，选用名家的全译本，并配有精美的国际大师插图，在内容和形式上，将营造极佳的阅读体验。这在国内的名著出版工作中，是非常难得的。
国际翻译界*奖项——“北极光”杰出文学翻译奖得主 许渊冲
 ",198118,"['经典必读（35）', '装帧精美（20）', '引人入胜（17）', '情节曲折（16）', '温情感人（16）']"
13,蛤蟆先生去看心理医生（热销300万册！英国经典心理咨询入门书，知名心理学家李松蔚强烈推荐）,['罗伯特·戴博德，果麦文化 出品'],None,http://img3m9.ddimg.cn/71/33/28992419-1_w_1698919928.jpg,2020年07月 ,天津人民出版社,22.80,38.00,6,心理学,心灵疗愈,32开,轻型纸,平装-胶订,否,9787201161693,"        ◆英国经典心理咨询入门书，1997年长销至今
◆如果你不知道该不该去看心理医生，请先看看这本书
◆将心理知识巧妙融入故事情节，解析20多个心理学专业名词、展现一个心理咨询疗程的标准模板
◆媲美《自卑与超越》，比《自卑与超越》更好读
◆2小时轻松读完，零基础、无压力的心理入门书
◆演绎10次心理咨询全过程，见证疗愈与改变的发生

  ",1746585,"['心理治愈（1631）', '可读性强（1206）', '心理学必备（862）', '脑洞大开（753）', '内容专业（707）']"
14,我与地坛（纪念版）（2024年百班千人寒假书单 九年级推荐阅读）,['史铁生'],None,http://img3m1.ddimg.cn/6/9/21055821-1_w_1703840299.jpg,2011年06月 ,人民文学出版社,17.50,29.00,6.04,文学,中国现当代随笔,32开,胶版纸,精装,否,9787020084357,"这本书是在史铁生2010年12月30日出版的，第二天的凌晨，史铁生就永远离开我们了。本来，这是我们送给他的一个新年大礼，现在回过头来想，《我与地坛》其实是史铁生送给我们每个人的礼物。当年《我与地坛》发表的时候，韩少功说过，即使今年没有任何文学作品，只要有《我与地坛》，就是文学的丰收年。这篇作品是史铁生送给所有人的无价的礼物。史铁生以他的毅力和智慧，度过了四十年的轮椅生涯，写下了数百万字的作品，成为当代有成就的作家。他的影响和贡献，远超于文学之上；他给予读者的，不仅是精美洁净的文字，更是健康的精神、深沉的爱和对人生真谛的探寻。现在，他走了，但他的精神永远存在。《我与地坛》是史铁生在讲他自己的故事，我们可以从中重新认识史铁生，深刻理解史铁生。
    ",1159605,"['经典必读（997）', '装帧精美（853）', '引人入胜（589）', '优美隽永（553）']"
15,第七天（2024年百班千人寒假书单 九年级推荐阅读）（2022版，余华长篇小说经典，比《活着》更绝望，比《兄弟》更荒诞，获华语文学传媒大奖）,"['余华 ', '， 新经典 出品']",None,http://img3m6.ddimg.cn/87/11/29490306-1_w_8.jpg,2022年12月 ,新星出版社,33.80,49.00,6.9,小说,中国当代小说,32开,胶版纸,精装,否,9787513348744,"-余华长篇小说经典
-写尽中国人骨子里的善良与悲哀
-获意大利波特利·拉特斯·格林扎纳文学奖
-华语文学传媒大奖-年度杰出作家
-“宽广的沉默里暗暗涌动千言万语，那是很多的卑微人生在自我诉说。”
 ",530240,"['经典必读（4）', '引人入胜（3）', '情节曲折（2）', '温情感人（2）', '装帧精美（2）', '中国原创（1）']"
16,三体：全三册 刘慈欣代表作，亚洲“雨果奖”获奖作品！,['刘慈欣'],None,http://img3m4.ddimg.cn/32/35/23579654-1_w_6.jpg,2010年11月 ,重庆出版社,42.70,93.00,4.6,小说,科幻小说,32开,胶版纸,平装-胶订,是,23579654,None,2295482,"['经典必读（8685）', '引人入胜（7004）', '装帧精美（6967）', '情节曲折（5960）', '温情感人（3900）']"
17,呼兰河传(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版 180000多名读者热评！,['萧红'],None,http://img3m9.ddimg.cn/71/22/23197949-1_w_42.jpg,2021年05月 ,南方出版社,7.10,15.80,4.5,中小学用书,小学阅读,16开,胶版纸,平装-胶订,否,9787550168299,"时常听家长说起孩子不愿意读名著。想过为什么吗？编者认为一是没有选到好书，翻译、编译差，字体小，错字多，无插图、枯燥乏味...... 二是孩子读不懂，没有人帮他们扫除阅读上的字词障碍、理解障碍，并和孩子互动讨论，帮孩子解答疑难。
每一部经典名著都是很好的教科书，本套丛书是专为中小学生编著，特别关注每一本名著中所传递的宝贵人生经验和成长智慧。邀请名师引导阅读，精心批注，解决如何读、如何练、如何考的问题。针对每本书做一个“阅读规划”，对学生自主或课堂阅读进行引导。zui终使学生了解并学习所阅读图书的情感与价值观，达到在阅读的过程中获得感悟、学习文学知识、积累写作素材，做到读有所得。
民国“四大才女”之一的萧红，用清丽而忧伤的文字，回忆自己的家乡和其中的人与事。其中关于她和爷爷之间的脉脉温情就像是一盏温暖的明灯，带给我们不尽的感动。
 ",304582,"['对孩子有帮助（857）', '孩子喜欢（716）', '实用（618）', '图文并茂（454）', '内容详细（429）', '内容全面（406）', '同步辅导（373）']"
18,生死疲劳（不看不知道，莫言真幽默！全新版本！）,['莫言；读客文化 出品'],None,http://img3m5.ddimg.cn/37/23/29343835-1_w_1697019310.jpg,2022年01月 ,浙江文艺出版社,34.90,69.90,5,小说,中国当代小说,32开,轻型纸,平装,否,9787533966102,"◆ 不看不知道，莫言真幽默！在极度痛苦时笑出声来，获得内心深处的解脱。
◆ 莫言：“诺奖的评委主要是因为读完了《生死疲劳》，才把这个奖项授给了我。”
◆ 中国诺贝尔文学奖得主莫言代表作！
◆ 不看不知道，欲哭又想笑。活着不容易，幽默无价宝。——莫言
◆ 不管生活多苦闷，翻开本书都会笑出声来。
◆ 收录全新再版序、莫言漫像、莫言题词，了解本书创作背后的故事！
◆ 特别梳理人物关系图，清晰呈现主要人物关系！
◆ 5幅原创插画，还原本书精华场景！
 ",642344,"['经典必读（132）', '装帧精美（109）', '引人入胜（83）', '中国原创（72）', '情节曲折（70）', '温情感人（59）']"
19,红楼梦原著版（上、下册，全两册，全本120回）（团购电话:400-1066666转6）,['曹雪芹'],None,http://img3m1.ddimg.cn/9/22/102771-1_w_1691995673.jpg,1982年03月 ,人民文学出版社,36.40,59.70,6.1,小说,四大名著,32开,胶版纸,平装-胶订,是,9787020002207,"本书为中国古典文学读本丛书。
如果你还在为了阅读或收藏价格昂贵的中国古典名著而在书架前徘徊，那么现在你不用愁了，该版的《红楼梦》，不仅价格便宜、印刷美观、装帧古朴，收藏、送人都让你特有面子！实为古典小说的**普及本！
本书初版于一九八二年三月，距今瞬已十二年。本书初版以来，受到广大读者和专家们的欢迎，也得到了不少指正。这十二年的岁月，使我们进一步认识到，我社当时确定的几个原则是正确的：一是我们所选择的底本——庚辰本，确是一个学术价值很高、接近曹雪芹原稿的珍贵本子，我们以此为底本，就使这相校本有了很好的基础；二是我们确定的校勘原则（详见《校注凡例》）也是正确的，这样就使我们的校勘工作做到了审慎和准确，不至于随意改动底本文字，从而较好地保持了原本的历史面貌；三是我们确定的注释原则（见《校注凡例》）也是切合实际的，对象适中，繁简得宜，因而使得本书避免臃肿烦琐之病。
      ",845830,"['经典必读（4927）', '装帧精美（3603）', '引人入胜（2067）', '温情感人（2008）', '情节曲折（1980）']"
20,漫画中国——漫画兵法故事：三十六计 孙子兵法（全套共6册）,['洋洋兔\u3000编绘'],None,http://img3m2.ddimg.cn/83/8/23743352-1_w_7.jpg,2015年07月 ,北京理工大学出版社,89.40,178.80,5,童书,动漫/卡通,16开,胶版纸,盒装,否,9787568208482, ,41598,"['孩子喜欢（124）', '形象可爱（90）', '外观精致（85）', '无异味（69）', '热播动漫（46）']"
21,少年读史记（套装全5册）,['张嘉骅'],None,http://img3m1.ddimg.cn/80/1/23778791-1_w_29.jpg,2015年09月 ,青岛出版社,50.00,100.00,5,童书,中国儿童文学,32开,胶版纸,平装-胶订,是,9787555225560,"★史学、文学、哲学、国学，一次到位
《少年读史记》，更适合孩子阅读的史记！
★第六届中华优秀出版物奖、冰心儿童图书奖、2015桂冠童书奖（文化历史类）
入选中国出版协会2015年度“中国30本好书”、国家新闻出版广电总局首届向全国推荐中华优秀传统文化普及图书、2015年4月中国好书
★用孩子的语言，现代的视角，讲述一个个有温度的故事，配以汉砖风格插图，整套书制作优美典雅。
【看点一：孩子的语言，现代的视角，重述经典《史记》】
优秀的历史故事书，一定是诗与真俱在、文与史并美。司马迁的《史记》原典是一部集中华文史美质之大成的著作，而《少年读史记》，站在巨人的肩膀上，又给少年读者带来了一些全新的东西——让今天的少年儿童更好地去领略和接受它的精髓，同时又不失它的原典风貌和文史之美。
【看点二：解析前人智慧，把握历史关键】
对《史记》故事的重述，在尽可能的保留了《史记》这一古代经典的文学品质的基础之上，文字更加浅显、通俗，对历史事件、历史人物得失的分析角度新颖、更贴近现代，更容易为小读者所接受，从而收获成长的启迪，增长人生的智慧。
【看点三：经典原文，详尽注释，感受古文魅力】
精选《史记》中的经典原文，让小读者在感受“无韵之离骚”的文学魅力的同时，学习古文，增长历史知识和文学素养。
【看点四：源自《史记》的成语，解释造句，活学活用】
每章后边都有精选自《史记》的成语，同时有对成语的解释和例句，帮助少年读者增长知识并能活学活用。
【看点五：体系完整,条理清晰，帮助孩子系统认识汉以前的中国历史】
《少年读史记》在叙述历史的时候严格按照时间顺序，知识内容由浅入深、循序渐进，形成了一个完整的体系，可以帮助孩子们较为清晰地把握整个先秦以及秦汉的历史脉络，对汉武帝以前的中国历史有个较为清晰的认识。
 ",1369508,"['孩子喜欢（5918）', '可读性强（5161）', '引人入胜（4080）', '获奖作品（3658）', '情节动人（3649）', '口碑好（3242）', '大师作品（2532）']"
22,杀死一只知更鸟（豆瓣9.3，关于勇气与正义的成长教科书，影响全球5000万家庭的“教养宝典”，奥巴马、贝克汉姆、奥普拉鼎力推荐）,"['哈珀·李 ', ' 李育超 译']", 李育超 ,http://img3m9.ddimg.cn/97/6/29471209-1_w_8.jpg,2022年11月 ,译林出版社,58.00,58.00,None,小说,世界名著,32开,胶版纸,精装,否,9787544766500,"★影响全球5000万家庭的“教养圣经”，出版界销售奇迹，世界上译本*多的书之一
★关于勇气与正义的成长教科书，罗翔、贝克汉姆、奥普拉鼎力推荐
★全世界爸爸的楷模，家庭教育的典范
★良知启蒙，关于如何养成一个好人的品质：正义，宽容，谦逊，风度，勇敢，隐忍以及如何在不公正与充满丑陋的世界上体面地生活……
★美国中小学书目，普利策小说奖、奥斯卡金像奖获奖作品
★入选《时代》周刊1923—2005百佳小说
★88部“塑造美国的图书”之一
★美国图书馆借阅率*高的书，英国青少年*喜爱的小说之一
★美国电影协会评选的“100名银幕英雄与恶人”中，派克主演的芬奇律师名列英雄榜首



关于孩子说脏话：
说脏话是所有孩子都会经历的一个阶段，随着他们一天天长大，他们会发现满口脏话并不能让他们成为众人瞩目的明星，他们就会改掉这个毛病。但是脾气暴躁可不好改。
关于生活：
世界上就是有那么一类人，他们—他们只顾担心来世，根本不去学习在今生如何做人。
关于与人交往：
与人交谈的礼貌做法是谈论对方感兴趣的事情，而不是大谈特谈自己的兴趣点。
关于宽容：
显示全部信息",1120348,"['经典必读（2478）', '装帧精美（2235）', '温情感人（1502）', '引人入胜（1379）', '情节曲折（1150）']"
23,十万个为什么 快乐读书吧四年级下册推荐课外阅读青少版科普中小学生课外阅读指导丛书彩插无障碍阅读 28万读者热评！,['（苏）米 伊林'],None,http://img3m4.ddimg.cn/87/2/26509614-1_w_36.jpg,2018年10月 ,南方出版社,10.30,22.80,4.52,中小学用书,小学阅读,16开,胶版纸,平装-胶订,否,9787550146662,"时常听家长说起孩子不愿意读名著。想过为什么吗？编者认为一是没有选到好书，翻译、编译差，字体小，错字多，无插图、枯燥乏味...... 二是孩子读不懂，没有人帮他们扫除阅读上的字词障碍、理解障碍，并和孩子互动讨论，帮孩子解答疑难。
本套丛书是专为中小学生编著，着重关注“素质成长”的励志版名著。所有的编排都是从阅读兴趣入手，就是为了让孩子愿意看，并能够很快地读进去。
每一部经典名著都是很好的教科书，本套丛书是专为中小学生编著，特别关注每一本名著中所传递的宝贵人生经验和成长智慧。邀请名师引导阅读，精心批注，解决如何读、如何练、如何考的问题。针对每本书做一个“阅读规划”，对学生自主或课堂阅读进行引导。zui终使学生了解并学习所阅读图书的情感与价值观，达到在阅读的过程中获得感悟、学习文学知识、积累写作素材，做到读有所得。
 ",302343,"['对孩子有帮助（659）', '孩子喜欢（494）', '实用（460）', '图文并茂（307）', '内容全面（292）', '内容详细（289）', '同步辅导（274）']"
