排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
11,起初·纪年（王朔新书，埋头十五年压卷之作！中国当代小说新高度）,"['王朔 ', ' ， 新经典 出品']",None,http://img3m1.ddimg.cn/38/17/29444321-1_w_1701068890.jpg,2022年08月 ,新星出版社,79.00,108.00,7.32,小说,中国当代小说,16开,纯质纸,精装,否,9787513349437,"★ 王朔沉潜十五年，亮出压卷之作！
和以往的王朔很不一样
“我以往的作品多少都在写自己，可算作‘非虚构’；只有这部作品，才是我真正意义上的虚构小说。”——王朔
★ 将中国当代小说推向新高度
【突破】现代西方小说的叙事格局，承续中国古典小说的气韵而又大胆超·越。
【跳脱】宏大叙事的窠臼，而以柴米油盐的日常细节与天马行空的想象，让历史中的人纷纷活了过来，走到我们中间！
【博采】正史、方志、传说、文学、诸子百家、天文、地理、气象、医学、数学、物理……
文化功底深厚，建构奇绝“朔式”时空，包罗万象！
★ 语言达炉火纯青之境，一部用嘴而不是用手写的巨作
·北京话，间或有陕西话、吴语、粤语，流行语、网络梗、民间俚俗语……
在千姿百态的语言之间自如切换，在正经严肃与轻松戏谑之间、在古今中外之间灵动跳跃。
·亦庄亦谐，亦真亦幻，时而阳刚豪迈，时而阴柔缠绵，丰富到不可思议的奇妙文字。这是一场文学的狂欢，读者的盛宴！
★ 丰饶的境界和层次
令人捧腹的语言 → 回味良多的故事 → 丰富翔实的细节 → 何谓天地，何谓人
★可为幽默乐趣读它，也可为回味良多的故事读它；可以咂摸经得起细品的细节，也可领悟何谓天地、何谓人。
“我找到现在这个故事，我的全部思想感情都能安放进去，这个结构特别合适，我把它投射到古代和远古以后反倒自由了。”——王朔
 ",107673,"['装帧精美（11）', '经典必读（9）', '温情感人（7）', '情节曲折（6）', '中国原创（5）', '引人入胜（4）']"
12,停止你的内在战争,['黄仕明'],None,http://img3m6.ddimg.cn/50/13/29384636-1_w_23.jpg,2022年05月 ,民主与建设出版社,39.44,68.00,5.8,心理学,心灵疗愈,32开,纯质纸,平装,否,9787513937733,"1.本书内容贴合大众内心困境，非常实用。黄老师说，我们遇到困境到时候，正是成长和转化的绝佳时机！本书打开了一个更广阔的空间，打开了身体的、认知的、场域的三重智慧，助我们对一切流经的事物说“欢迎”，带着好奇、善意和生命中的每一种体验相遇，化外境一切“阻力”成为我们的助力！
2.案例加练习，可操作性强。
3.本书的配套课程在武志红老师平台是目前销量的作品，有销量基础。
4.作者粉丝众多，课程多。
 ",59871,['心理治愈（1）']
13,【赠明信片】大中华寻宝系列29 内蒙古寻宝记,['京鼎动漫'],None,http://img3m5.ddimg.cn/59/5/29390585-1_w_7.jpg,2022年04月 ,二十一世纪出版社,22.75,35.00,6.5,童书,动漫/卡通,16开,胶版纸,平装-胶订,否,9787556864454,"“大中华寻宝系列”漫画版图书共34册，以23个省、5个自治区、4个直辖市、2个特别行政区为创作背景，讲述一群机敏睿智的少年，联合千年超能神兽，遍游祖国各地，展开奇妙玄幻的寻宝故事。丛书以独特的漫画元素和创新的故事语言，悬念叠出的情节和匠心独运的编创，将神州大地的地理风貌、历史遗迹、文化艺术、物产资源、民族风俗等内容巧妙融合，为读者开启一场场足尖上的中国之旅，是中华文化别开生面的呈现。
    该系列由全国各地省级图书馆馆长署名推荐，并被新闻出版总署评为“2012年度50种桂冠图书”，荣获2018“精品阅读年度好书奖”，2019中国文化IP“金竹奖”原创作品奖，第七届中华优秀出版物奖。《大中华寻宝记》融合出版项目获2019数字出版精品遴选推荐计划入围项目。
 ",None,[]
14,南明史（全2册）（获中国国家图书奖，明史大家顾诚代表作。从南明的灭亡看透人性的荒唐！新老版本随机发货，读客轻学术文库）,['顾诚；读客文化 出品'],None,http://img3m4.ddimg.cn/51/24/29383944-1_w_1698815266.jpg,2022年03月 ,北京日报出版社,62.00,129.90,4.78,历史,中国史,32开,轻型纸,平装,是,9787547740224,"◆从南明的灭亡，看透人性的荒唐！
◆ 明史大家顾诚代表作，耗尽10多年心血，遍寻600余部史籍，同类著作无出其右者。
◆ 荣获中国国家图书奖和北京市哲学社会科学优秀成果一等奖，明清史研究程碑式重要作品。
◆ 豆瓣9.3分神作，每个“不可不读”的历史书单上都有《南明史》。
◆ 崇祯死后，明朝本可逆风翻盘，却因内部斗争一次次错失良机！
◆ 清胜明败，根本原因不是强弱异形，而是内部凝聚力的差异。
◆ 小说般活泼生动又荡气回肠，连印刷厂的校对工人也读得津津有味儿。
◆ 出版25周年，重新厘清文字，纠正原版数十处错误，绝版重来！
 ",84204,"['内容扎实（445）', '可读性强（445）', '经典权威（427）', '品质不错（423）', '品质高端（336）']"
15,枪炮、病菌与钢铁（赠解读册）,['贾雷德·戴蒙德 Jared Diamond'],None,http://img3m2.ddimg.cn/82/20/29351602-1_w_19.jpg,2022年01月 ,中信出版社,49.00,89.00,5.51,历史,世界史,32开,轻型纸,精装,否,9787521736816,"1.人类大历史叙事的开山之作，1998年美国普利策奖获奖作品，奠定了我们重新审视人类文明的全新视角。
2.全面增补、校订译文，增加新版前言及作者亲笔撰写的“致我的中国读者”中文出版序。
3.随书附赠《解读本》，力邀 15位专家学者——陈嘉映、赵鼎新、赵林、高毅、吴家睿、江晓原、钱颖一、李宏图、俞敏洪、吴军、梁文道、尹烨、熊易寒、严飞、郝景芳，联袂推荐、倾情解读。
 ",113780,"['经典权威（23）', '品质不错（19）', '品质高端（19）', '可读性强（15）', '内容扎实（11）']"
16,如果历史是一群喵11·南宋金元篇,['肥志编绘，漫友文化出品'],None,http://img3m7.ddimg.cn/38/23/29475407-1_w_12.jpg,2022年10月 ,广东旅游出版社,29.90,59.80,5,动漫/幽默,大陆漫画,16开,胶版纸,线装,否,9787557028657,"★这群一身“戏瘾”的喵咪要回归啦，《如果历史是一群喵》第十一卷“南宋金元篇”将掀起你预想不到的强烈风暴！辽朝覆灭后，南宋、金朝、蒙古、西夏继续展开下半场的激烈较量，一段高潮迭起的权力厮杀正式拉开！
★每页都有喵咪出没，每秒都被可爱击中！由微博知*名动漫大V、科普漫画家肥志倾力创作，俘获大批忠实粉丝，拥有高人气的“历史喵”卷起新一轮读史热浪。同名动画在B站累计突破2亿次播放，登录“学习强国”学习平台，充满反差感和沉浸感的喵咪历史大戏让你一读就上头。
★新篇章持续输出逻辑严谨、流畅易读的精彩故事，历史小白也能轻松读懂！以时间为脉络，博采各方史料，带你了解岳飞、成吉思汗、忽必烈等人物的遭遇与抉择，参考《宋史》《金史》《元史》《续资治通鉴》等数十部史籍和历史文献，所有知识点都贴心安排上。
★保持别出心裁的装帧设计，特别采用透明腰封，内外双封面，颜值质感同步在线。每个章节还有主要人物的番外趣事大放送，历史也许比你想象的更戏剧化！
推荐阅读：
 ",141988,"['暖萌（3）', '解压神器（3）', '被治愈（2）', '值得收藏（1）', '同人（1）', '好搞笑（1）', '热血（1）', '画工精美（1）']"
17,回家（孙悦新书！电影《亲爱的》原型之一孙海洋的漫漫寻子路，传递爱的教育。）,['孙悦'],None,http://img3m6.ddimg.cn/80/16/29460896-1_w_11.jpg,2022年09月 ,中信出版社,29.90,59.80,5,文学,中国现当代随笔,32开,胶版纸,平装-胶订,否,9787521746709,"一、孙海洋在寻子路上坚持14年多，这份父亲对于儿子的爱，诠释着勿失勿忘、带爱回家的执著，这份爱背后，还有社会大爱的帮助与支持。
人生能有几个14年？孙海洋始终在寻子的路上坚持着，他被称为“英雄父亲”，但是实际上，他也是无数仍在坚持寻找的人的缩影。他将自己所遭遇的坎坷、所经历的破碎的人生，也将更多的来自国家和社会、媒体、朋友，以及无数善意的陌生人等给予的帮助和支持记录在书中。
二、这本书的描写不仅是特写镜头的方式，也有将个体故事放到更为宏大的社会文化背景中的远景描写，能让我们看到司法制度在时代中数次变革的步伐。
在个体故事和时代变迁的交织中看到社会力量的推动：公安部打击拐卖妇女、儿童犯罪办公室主任陈士渠、中国社会科学院农村发展研究所的教授于建嵘、重庆市公安局刑侦总队的樊劲松、《楚天都市报》的记者陈杏兰、“宝贝回家”寻子网站创始人张宝艳、志愿者上官正义、深圳市以及各地公安局的警官们等，所有这些名字都和孙海洋等人多年的找寻之路，一起促成了儿童失踪快速查找机制、流浪儿童救助和管理制度，以及全国打击拐卖儿童DNA数据库等制度的完善，2016 年，“团圆系统”正式上线。2021 年，公安部部署持续深入推进“团圆”行动……
三、一个普通家庭的命运，牵连起许多相似的小人物的故事，细腻的文笔，娓娓道来的故事，无数次使人潸然泪下。我们关心远方的人，正是要把善意带给陌生人也把积极生活的勇气带给自己。
这细腻的文字，掀开了生活的褶皱，围绕孙海洋的生活，揭开了平凡生活的“一地鸡毛”，也揭开了许多普通人对于家庭与亲情的所有坚守。我们关心无穷的远方和远方之人，也是在摒除这个社会的“冷漠病”，从而希望让这个世界的平凡之人有更多的机会被温柔以待。
四、每个人奔向终点的每一次努力与失败，每一次坚持与勇敢，都在叙述着平凡人身上努力生活的力量，这份力量希望也带给更多人重燃面对生活的勇气。
他曾经在15岁就出门远行到社会闯荡，在岁月里摇摇晃晃终于人到中年，在决定一展宏图的时刻，遭遇人生的重大危机。在街头奔跑的每时每刻，他从未想到过放弃，陀思妥耶夫斯基曾说：“我只担心一件事，就是怕我配不上我所受的苦难”。而孙海洋在苦难中，坚持继续奔向前方，这份力量也将带动着我们奔赴生活的日常。
 ",74017,[]
18,健康不走弯路：细节打造好身体,['刘加勇'],None,http://img3m7.ddimg.cn/60/12/29476617-1_w_2.jpg,2022年10月 ,中国人口出版社,21.40,49.80,4.3,保健/养生,健康百科,32开,胶版纸,平装-胶订,否,9787510170935,"全网2700万粉丝的刘加勇医生，为您讲解不生病的小细节：内容涵盖衣食住行、一日三餐、春夏秋冬、男女老幼的日常生活怎么吃、怎么穿、怎么急救、怎么保健……并专为广大打工人提供了健康生活手把手辅导。全书包含海量内容，对健康热点问题给出了科学讲解，为错误认知进行了极简辟谣；简明、易读、实用、极简；是什么、为什么、怎么办，一目了然；帮您从细节中收获健康，在细节中预防疾病，全家开卷有益！
 ",75751,[]
19,想为你的深夜放一束烟火（刘同新书，随书附赠手写书名海报！暗处亦有光亮，深夜亦可疗伤，23个暖心鼓气的故事）,['刘同，果麦文化 出品'],None,http://img3m2.ddimg.cn/90/20/29407842-1_w_16.jpg,2022年06月 ,浙江文艺出版社,39.00,52.00,7.5,文学,中国现当代随笔,32开,轻型纸,平装,否,9787533968397,"  ★ 刘同2022全新作品，23个疗愈心灵的故事，纵有起落，冲要冲得无畏，丧要丧得热烈！
★ 书写朋友的鼓励、父母的理解、伙伴的同行、宠物的陪伴、梦想的支撑......你不是孤身一人走到了今天。
★ 画师“咸鱼中下游”绘制惊艳封面插画，诠释烟火在夜空中绽放的美丽瞬间。
★ 画师“舟蒲麦”绘制9幅内文插画，诠释身边各种人事物对我们的暖心陪伴。
★ 随书附赠暖心变色烟火书签，采用特殊感温工艺制作，只需将书签握于双手之间，利用掌心的温度使其感温变色，便可见证一束烟火在你手中绽放的瞬间。
★ 随书附赠手写书名海报，将数十位网友对于书名的诠释，集中展现在一张海报上，背面还附有刘同给读者的暖心信件，是一份值得珍藏的美好祝愿。
 ",32634,"['经典必读（2）', '装帧精美（1）']"
20,书的全景：通往幸福、成功、财富的地图,['池宇峰'],None,http://img3m8.ddimg.cn/77/10/29394068-1_w_23.jpg,2022年04月 ,中译出版社（原中国对外翻译出版公司）,57.80,89.00,6.5,文化,文化事业,16开,纯质纸,平装-锁线胶订,否,9787500169888,"开卷有益。但读书只是途径，是方法，我们终目的是要通过读书掌握世界运行发展规律，看清人生道路方向，做出正确的人生选择。
  这时，你就需要一位书山引路人。
  作者根据多年的阅读经验与生活经历，在人类数千年的知识宝库中，精选了来自经济、哲学、科学、心理等15个领域的88本重要著作，对每本著作的作者、内容精华、阅读价值等一一进行了介绍和解读。本书亮点在于作者勾勒出的“书山脉络图”与建立起的“人类文明大厦”。书山脉络图以时间序列为轴，按照不同知识领域进行分类，将88本著作以“书海群山”形式呈现给读者；人类文明大厦以大厦模型类比人类文明发展逻辑，体现各学科在人类文明进程中发挥的重要作用。回顾大师治学与人生经验，点亮个人幸福和成功路径。
  作者写就此书不仅希望能帮助读者高效获取知识、培养阅读兴趣、点亮人生阅读地图，更希望能给各位读者解惑祛魅，帮助他们在人生道路上的关键节点做出正确的选择，于事业和生活有所助益。作者巧思与苦心成就了这本书，也希望这本书能够成就每一位用心的读者。
 ",47559,"['博大精深（3）', '值得收藏（2）', '内涵好书（2）', '品质不错（2）']"
